;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Lista de Entes Habilitados/Inabilitados da Complementação da União-VAAT 2026;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;Código IBGE;Veficação  § 4º do art. 13 da  Lei nº 14.113/20;Pendência identificada;;;;;;;;;;;;
MG;Divisa Alegre;3122355;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Divisa Nova;3122405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Divisópolis;3122454;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dom Bosco;3122470;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dom Cavati;3122504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dom Joaquim;3122603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dom Silvério;3122702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dom Viçoso;3122801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dona Eusébia;3122900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dores de Campos;3123007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dores de Guanhães;3123106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dores do Indaiá;3123205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Dores do Turvo;3123304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Doresópolis;3123403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Douradoquara;3123502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Durandé;3123528;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Elói Mendes;3123601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Engenheiro Caldas;3123700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Engenheiro Navarro;3123809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Entre Folhas;3123858;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Entre Rios de Minas;3123908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ervália;3124005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Esmeraldas;3124104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Espera Feliz;3124203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Espinosa;3124302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Espírito Santo do Dourado;3124401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Estiva;3124500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Estrela Dalva;3124609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Estrela do Indaiá;3124708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Estrela do Sul;3124807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Eugenópolis;3124906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ewbank da Câmara;3125002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Extrema;3125101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Fama;3125200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Faria Lemos;3125309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Felício dos Santos;3125408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Felisburgo;3125606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Felixlândia;3125705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Fernandes Tourinho;3125804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ferros;3125903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Fervedouro;3125952;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Florestal;3126000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Formiga;3126109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Formoso;3126208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Fortaleza de Minas;3126307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Fortuna de Minas;3126406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Francisco Badaró;3126505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Francisco Dumont;3126604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Francisco Sá;3126703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Franciscópolis;3126752;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Frei Gaspar;3126802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Frei Inocêncio;3126901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Frei Lagonegro;3126950;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Fronteira;3127008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Fronteira dos Vales;3127057;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Fruta de Leite;3127073;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Frutal;3127107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Funilândia;3127206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Galiléia;3127305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Gameleiras;3127339;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Glaucilândia;3127354;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Goiabeira;3127370;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Goianá;3127388;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Gonçalves;3127404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Gonzaga;3127503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Gouveia;3127602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Governador Valadares;3127701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Grão Mogol;3127800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Grupiara;3127909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guanhães;3128006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guapé;3128105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guaraciaba;3128204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guaraciama;3128253;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guaranésia;3128303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guarani;3128402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guarará;3128501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guarda-Mor;3128600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guaxupé;3128709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guidoval;3128808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guimarânia;3128907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Guiricema;3129004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Gurinhatã;3129103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Heliodora;3129202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Iapu;3129301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ibertioga;3129400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ibiá;3129509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ibiaí;3129608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ibiracatu;3129657;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ibiraci;3129707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ibirité;3129806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ibitiúra de Minas;3129905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ibituruna;3130002;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Icaraí de Minas;3130051;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Igarapé;3130101;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Igaratinga;3130200;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Iguatama;3130309;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ijaci;3130408;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ilicínea;3130507;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Imbé de Minas;3130556;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Inconfidentes;3130606;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Indaiabira;3130655;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Indianópolis;3130705;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ingaí;3130804;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Inhapim;3130903;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Inhaúma;3131000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Inimutaba;3131109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ipaba;3131158;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ipanema;3131208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ipatinga;3131307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ipiaçu;3131406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ipuiúna;3131505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Iraí de Minas;3131604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itabira;3131703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itabirinha;3131802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itabirito;3131901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itacambira;3132008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itacarambi;3132107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itaguara;3132206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itaipé;3132305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itajubá;3132404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itamarandiba;3132503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itamarati de Minas;3132602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itambacuri;3132701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itambé do Mato Dentro;3132800;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itamogi;3132909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itamonte;3133006;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itanhandu;3133105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itanhomi;3133204;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itaobim;3133303;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itapagipe;3133402;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itapecerica;3133501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itapeva;3133600;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itatiaiuçu;3133709;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itaú de Minas;3133758;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itaúna;3133808;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itaverava;3133907;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itinga;3134004;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itueta;3134103;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ituiutaba;3134202;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itumirim;3134301;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Iturama;3134400;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Itutinga;3134509;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jaboticatubas;3134608;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jacinto;3134707;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jacuí;3134806;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jacutinga;3134905;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jaguaraçu;3135001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jaíba;3135050;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jampruca;3135076;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Janaúba;3135100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Januária;3135209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Japaraíba;3135308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Japonvar;3135357;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jeceaba;3135407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jenipapo de Minas;3135456;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jequeri;3135506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jequitaí;3135605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jequitibá;3135704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jequitinhonha;3135803;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jesuânia;3135902;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Joaíma;3136009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Joanésia;3136108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;João Monlevade;3136207;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;João Pinheiro;3136306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Joaquim Felício;3136405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Jordânia;3136504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;José Gonçalves de Minas;3136520;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;José Raydan;3136553;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Josenópolis;3136579;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Juatuba;3136652;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Juiz de Fora;3136702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Juramento;3136801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Juruaia;3136900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Juvenília;3136959;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ladainha;3137007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lagamar;3137106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lagoa da Prata;3137205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lagoa dos Patos;3137304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lagoa Dourada;3137403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lagoa Formosa;3137502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lagoa Grande;3137536;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lagoa Santa;3137601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lajinha;3137700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lambari;3137809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lamim;3137908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Laranjal;3138005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lassance;3138104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lavras;3138203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Leandro Ferreira;3138302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Leme do Prado;3138351;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Leopoldina;3138401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Liberdade;3138500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lima Duarte;3138609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Limeira do Oeste;3138625;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Lontra;3138658;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Luisburgo;3138674;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Luislândia;3138682;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Luminárias;3138708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Luz;3138807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Machacalis;3138906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Machado;3139003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Madre de Deus de Minas;3139102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Malacacheta;3139201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mamonas;3139250;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Manga;3139300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Manhuaçu;3139409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Manhumirim;3139508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mantena;3139607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mar de Espanha;3139805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Maravilhas;3139706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Maria da Fé;3139904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mariana;3140001;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Marilac;3140100;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mário Campos;3140159;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Maripá de Minas;3140209;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Marliéria;3140308;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Marmelópolis;3140407;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Martinho Campos;3140506;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Martins Soares;3140530;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mata Verde;3140555;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Materlândia;3140605;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mateus Leme;3140704;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mathias Lobato;3171501;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Matias Barbosa;3140803;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Matias Cardoso;3140852;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Matipó;3140902;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mato Verde;3141009;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Matozinhos;3141108;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Matutina;3141207;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Medeiros;3141306;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Medina;3141405;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mendes Pimentel;3141504;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mercês;3141603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mesquita;3141702;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Minas Gerais;31;Inobservância do art. 38 da Lei nº 14.113/20.;Não transmitiu ao SIOPE os dados do ano de 2024.;;;;;;;;;;;;
MG;Minas Novas;3141801;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Minduri;3141900;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mirabela;3142007;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Miradouro;3142106;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Miraí;3142205;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Miravânia;3142254;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Moeda;3142304;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Moema;3142403;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Monjolos;3142502;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Monsenhor Paulo;3142601;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Montalvânia;3142700;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Monte Alegre de Minas;3142809;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Monte Azul;3142908;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Monte Belo;3143005;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Monte Carmelo;3143104;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Monte Formoso;3143153;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Monte Santo de Minas;3143203;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Monte Sião;3143401;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Montes Claros;3143302;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Montezuma;3143450;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Morada Nova de Minas;3143500;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Morro da Garça;3143609;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Morro do Pilar;3143708;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Munhoz;3143807;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Muriaé;3143906;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Mutum;3144003;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Muzambinho;3144102;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nacip Raydan;3144201;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nanuque;3144300;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Naque;3144359;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Natalândia;3144375;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Natércia;3144409;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nazareno;3144508;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nepomuceno;3144607;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ninheira;3144656;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nova Belém;3144672;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nova Era;3144706;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nova Lima;3144805;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nova Módica;3144904;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nova Ponte;3145000;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nova Porteirinha;3145059;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nova Resende;3145109;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nova Serrana;3145208;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Nova União;3136603;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Novo Cruzeiro;3145307;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Novo Oriente de Minas;3145356;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Novorizonte;3145372;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Olaria;3145406;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Olhos-d'Água;3145455;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Olímpio Noronha;3145505;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Oliveira;3145604;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Oliveira Fortes;3145703;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Onça de Pitangui;3145802;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Oratórios;3145851;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Orizânia;3145877;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ouro Branco;3145901;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ouro Fino;3146008;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ouro Preto;3146107;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Ouro Verde de Minas;3146206;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Padre Carvalho;3146255;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Padre Paraíso;3146305;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Pai Pedro;3146552;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Paineiras;3146404;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Pains;3146503;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Paiva;3146602;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Palma;3146701;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Palmópolis;3146750;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Papagaios;3146909;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
MG;Pará de Minas;3147105;Habilitado para o cálculo do VAAT.;;;;;;;;;;;;;
